-30823,681.1,-132.73,-8.3459,-217.66,-101.45
814.04,29955,11.326,-312.27,140.51,13.281
16.724,-58.362,-23364,532.65,-503.33,108.35
-116.49,-630.88,544.18,22121,526.11,-128.57
-2760.1,2740.4,-356.1,115.79,14786,-485.76
492.47,-4439.1,652.79,1334.6,-3335.3,-36935
